date,paxos-standard,usdx,tether,binance-usd,origin-dollar,gemini-dollar,musd,nusd,terrausd,dai,just-stablecoin,husd,frax,celo-dollar,usdk,reserve,usd-coin,neutrino,true-usd,flex-usd,vai,usdp,rai,zusd,dola-usd,alchemix-usd,fei-usd,liquity-usd,mimatic,float-protocol-float,magic-internet-money,token-dforce-usd,parrot-usd,dei-token,sperax-usd,tor,usd-balance,yusd-stablecoin,volt-protocol,usdd,usd,spiceusd,acala-dollar,nexus-usd,doc,ratio-stable-coin,stbl,bai-stablecoin,usn,eur,tether-eurt,celo-euro,seur,stasis-eurs,euro-coin,par-stablecoin,ageur,hedge-usd,sigmausd,three-usd,R_ExtractDate
2021-01-23,0.9987364949639121,0.8184701865813441,1.0004118150368448,1.000542071397337,0.9865832905168476,1.010309655340863,1.0039277500133958,1.0080483617210356,1.0077678715627894,1.0011624188735806,0.9949558485439042,1.0078335416578759,0.9965129427968541,1.0021123479271592,1.0024444451332686,0.9986724356258185,1.001389397096311,0.9975534223353385,1.0034436872253332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-07-23
2021-01-24,1.0009069344410115,0.821758111572386,0.9985816708045647,1.0000386515001751,1.0024710642831651,1.0080927273156817,0.9977709871249788,1.0106689784831875,1.010425937669945,0.9988292166974803,0.9966610498534649,0.9987560766386758,0.9886699442605592,1.0004376940643007,1.0024667947325077,0.9971535252283703,0.9996681217219734,0.9936072869336732,0.9993792136904581,0.9994282155778857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-07-23
2021-01-25,0.9999178976961695,0.8093762828252092,0.9995861458889471,0.9992736232394388,1.0096776819369533,1.0131997196452935,1.0132817294235472,1.0080337919215274,1.0005875438614171,1.0009249310054797,1.0025158802612637,0.9936870292698041,1.0122278320826799,1.001229021359727,1.0005376460071915,1.000584200979289,1.0008067267035035,0.9998230095711835,1.0004714046526855,0.9994282155778857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-07-23
2021-01-26,1.0002553087529371,0.8107909404163317,1.000845728217716,1.001360505180793,1.0018800526612808,1.0194251505760068,0.9973369600798828,1.0063986186039895,0.9994884563935862,1.0017888532991208,1.0000703550113574,0.9992201390380879,0.9966165935702419,0.9969239577337758,1.0009483376803232,0.9941980936221575,0.9990399783495205,0.9970916605810757,0.9958140424750093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-07-23
2021-01-27,0.9981925564697112,0.8034307123753035,1.0032012535425445,0.9998141662970829,1.0022818597944287,1.0165348484545975,1.00987998085764,1.0090400520977172,1.0122012295361396,1.0019752646928592,0.9997170763639436,1.000893383521251,0.9877278112539691,1.004316587307609,1.006497100927527,0.9976328804047033,0.9998673338225953,0.999133297082446,0.9996917362874076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-07-23
2021-01-28,1.0071365509865737,0.7998617194700618,1.0020747524199969,1.002115814282302,0.9994673766932384,1.001674025376245,0.9991935769471915,1.0127653978561917,0.9999440869032376,1.0004462115981287,0.9908108853017832,1.001510886191842,0.9979775824025333,0.9989887930587412,1.004436448762485,0.9781166879024791,1.0005503726351923,1.0000007165383615,1.002986776690449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-07-23
2021-01-29,0.9973269171466659,0.7999622345127213,0.9988605467210793,0.995055589327409,0.9983285090230548,1.0125120180432008,0.9936293614297368,1.0000669796627657,1.0148893921596354,0.9964754595689563,0.9922530440541579,0.9944134414554179,0.9819511743179062,0.9947253737210654,1.000060274312933,1.0142406326373172,0.9927445209254281,0.988825367197058,0.9930054874187401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-07-23
2021-01-30,0.9975573300686906,0.7979783531252066,0.9950403069828191,0.9986341783458014,0.9913728756895246,0.9949484688625037,0.9976869715078969,1.0073552685368503,1.0198604335603518,0.9942495335395489,0.9894029495428868,0.9946521927135819,0.9913475639629172,0.9981797130907999,1.0023765944105294,1.002038745101162,0.9977962959890639,0.9960666929325862,0.9967265449898279,0.9998664873945113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-07-23
2021-01-31,0.994872003384528,0.782781464499763,0.996505221791999,0.9948111450246957,0.9937581859771911,0.9784883152830962,0.9955147885466016,1.003197400680894,1.028497001645067,0.9958471590114928,0.9958648671140996,0.9945542844090042,0.9851367902913503,0.9909146688982378,1.0005246448545675,0.9793485492089982,0.9965047694774088,0.993215880076904,0.9949702271185704,0.9998664873945113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-07-23
2021-02-01,0.9966799250533275,0.7851675435499941,1.0008892766480473,0.9971004904854653,0.9898932514663369,0.9749075638256027,1.0017325067901959,1.0160811937869298,1.0391620960796613,1.0000578242719622,1.0000248850419178,1.000115624327855,1.0033887322185977,1.0052883555143624,0.9962619887720241,0.9989208122596466,0.9972769381297606,1.000755164572969,0.9978082283002433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-07-23
